title,description,datetime,category,source,link
GSA's Tech Shops Face $30M Deficit After Priority Change Last Year - Nextgov,,2022-10-13 07:00:00+00:00,Tech,Nextgov,https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3Lm5leHRnb3YuY29tL3RlY2hub2xvZ3ktbmV3cy8yMDIyLzEwL2dzYXMtdGVjaC1zaG9wcy1mYWNlLTMwbS1kZWZpY2l0LWFmdGVyLXByaW9yaXR5LWNoYW5nZS1sYXN0LXllYXIvMzc4Mzg4L9IBAA?oc=5
Labor Department evolves efforts to assist states in UI delivery - FCW.com,,2022-09-22 07:00:00+00:00,Tech,FCW.com,https://news.google.com/rss/articles/CBMibWh0dHBzOi8vZmN3LmNvbS9kaWdpdGFsLWdvdmVybm1lbnQvMjAyMi8wOS9sYWJvci1kZXBhcnRtZW50LWV2b2x2ZXMtZWZmb3J0cy1hc3Npc3Qtc3RhdGVzLXVpLWRlbGl2ZXJ5LzM3NzUzNi_SAQA?oc=5
General Services Administration hires Dan Lopez as director of ... - FedScoop,,2022-09-14 07:00:00+00:00,Tech,FedScoop,https://news.google.com/rss/articles/CBMiO2h0dHBzOi8vZmVkc2Nvb3AuY29tL2dzYS1oaXJlcy1sb3Blei1hcy1sb2dpbi1nb3YtZGlyZWN0b3Iv0gEA?oc=5
Website Selling Stolen Login Credentials and Other Personally ... - Department of Justice,,2022-09-06 07:00:00+00:00,Tech,Department of Justice,https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3Lmp1c3RpY2UuZ292L3VzYW8tbWQvcHIvd2Vic2l0ZS1zZWxsaW5nLXN0b2xlbi1sb2dpbi1jcmVkZW50aWFscy1hbmQtb3RoZXItcGVyc29uYWxseS1pZGVudGlmeWluZy1pbmZvcm1hdGlvbtIBAA?oc=5
How the VA's adoption of Login.gov is going - FCW.com,,2022-08-25 07:00:00+00:00,Tech,FCW.com,https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vZmN3LmNvbS9kaWdpdGFsLWdvdmVybm1lbnQvMjAyMi8wOC9ob3ctdmFzLWFkb3B0aW9uLWxvZ2luZ292LWdvaW5nLzM3NjMyMC_SAQA?oc=5
GSA's Dave Zvenyach to exit government - FCW.com,,2022-08-17 07:00:00+00:00,Tech,FCW.com,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vZmN3LmNvbS9wZW9wbGUvMjAyMi8wOC9nc2FzLWRhdmUtenZlbnlhY2gtZXhpdC1nb3Zlcm5tZW50LzM3NTk1Mi_SAQA?oc=5
"TMF Invests in Improving Public-Facing Services, Bolstering ... - GSA",,2022-08-03 07:00:00+00:00,Tech,GSA,https://news.google.com/rss/articles/CBMihAFodHRwczovL3d3dy5nc2EuZ292L2Fib3V0LXVzL25ld3Nyb29tL25ld3MtcmVsZWFzZXMvdG1mLWludmVzdHMtaW4taW1wcm92aW5nLXB1YmxpY2ZhY2luZy1zZXJ2aWNlcy1ib2xzdGVyaW5nLWN5YmVyc2VjdXJpdHktMDgwMzIwMjLSAQA?oc=5
Change your address and phone number online with My Social ... - Montgomery Advertiser,,2022-08-01 07:00:00+00:00,Tech,Montgomery Advertiser,https://news.google.com/rss/articles/CBMihgFodHRwczovL3d3dy5tb250Z29tZXJ5YWR2ZXJ0aXNlci5jb20vc3RvcnkvbmV3cy8yMDIyLzA4LzAxL2NoYW5nZS15b3VyLWFkZHJlc3MtYW5kLXBob25lLW51bWJlci1vbmxpbmUtbXktc29jaWFsLXNlY3VyaXR5LzEwMjA0ODMwMDAyL9IBAA?oc=5
Senate committee to attempt Login.gov-sharing bill mark-up for third ... - FedScoop,,2022-07-22 07:00:00+00:00,Tech,FedScoop,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vZmVkc2Nvb3AuY29tL3NlbmF0ZS1jb21taXR0ZWUtdG8tYXR0ZW1wdC1sb2dpbi1nb3Ytc2hhcmluZy1iaWxsLW1hcmstdXAtZm9yLXRoaXJkLXRpbWUv0gEA?oc=5
SecureAccess Washington (SAW) is Your Login for State Services - WA.gov,,2022-07-17 19:12:01+00:00,Tech,WA.gov,https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd2EuZ292L2hvdy10by1ndWlkZXMvc2VjdXJlYWNjZXNzLXdhc2hpbmd0b24tc2F3LXlvdXItbG9naW4tc3RhdGUtc2VydmljZXPSAQA?oc=5
How To File A VA Travel Reimbursement Claim Online - Veterans Affairs,,2022-06-09 07:00:00+00:00,Tech,Veterans Affairs,https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vd3d3LnZhLmdvdi9yZXNvdXJjZXMvaG93LXRvLWZpbGUtYS12YS10cmF2ZWwtcmVpbWJ1cnNlbWVudC1jbGFpbS1vbmxpbmUv0gEA?oc=5
Coming Soon! New Login Process For OPM Retirement Services ... - FedSmith.com,,2022-05-18 07:00:00+00:00,Tech,FedSmith.com,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LmZlZHNtaXRoLmNvbS8yMDIyLzA1LzE4L2NvbWluZy1zb29uLW5ldy1sb2dpbi1wcm9jZXNzLWZvci1vcG0tcmV0aXJlbWVudC1zZXJ2aWNlcy1vbmxpbmUv0gEA?oc=5
Listen: Integrating VA Services Through Login.gov - GovernmentCIO Media & Research,,2022-05-11 07:00:00+00:00,Tech,GovernmentCIO Media & Research,https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vZ292ZXJubWVudGNpb21lZGlhLmNvbS9saXN0ZW4taW50ZWdyYXRpbmctdmEtc2VydmljZXMtdGhyb3VnaC1sb2dpbmdvdtIBAA?oc=5
Sign in to My HealtheVet changing soon — here's what to expect ... - Veterans Affairs (.gov),,2022-05-06 07:00:00+00:00,Tech,Veterans Affairs (.gov),https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vbmV3cy52YS5nb3YvMTAzMTE3L3NpZ24taW4tdG8tbXktaGVhbHRoZXZldC1jaGFuZ2luZy1zb29uLWhlcmVzLXdoYXQtdG8tZXhwZWN0L9IBAA?oc=5
TMF announces first-ever investment in VA to support transition to ... - FCW.com,,2022-04-19 07:00:00+00:00,Tech,FCW.com,https://news.google.com/rss/articles/CBMie2h0dHBzOi8vZmN3LmNvbS9pdC1tb2Rlcm5pemF0aW9uLzIwMjIvMDQvdG1mLWFubm91bmNlcy1maXJzdC1ldmVyLWludmVzdG1lbnQtdmEtc3VwcG9ydC10cmFuc2l0aW9uLW5ldy1zaWduLXNlcnZpY2UvMzY1ODY0L9IBAA?oc=5
Login.gov plans to scale up without facial recognition tech – for now - FCW.com,,2022-04-01 07:00:00+00:00,Tech,FCW.com,https://news.google.com/rss/articles/CBMia2h0dHBzOi8vZmN3LmNvbS9kaWdpdGFsLWdvdmVybm1lbnQvMjAyMi8wNC9sb2dpbmdvdi1wbGFucy1zY2FsZS13aXRob3V0LWZhY2lhbC1yZWNvZ25pdGlvbi10ZWNoLW5vdy8zNjM5NDgv0gEA?oc=5
IRS to adopt Login.gov as user authentication tool - FedScoop,,2022-02-22 08:00:00+00:00,Tech,FedScoop,https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vZmVkc2Nvb3AuY29tL2lycy10by1hZG9wdC1sb2dpbi1nb3YtYXMtdXNlci1hdXRoZW50aWNhdGlvbi10b29sL9IBAA?oc=5
Proceed with Caution on Login.Gov - RealClearPolicy,,2022-02-16 08:00:00+00:00,Tech,RealClearPolicy,https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LnJlYWxjbGVhcnBvbGljeS5jb20vYXJ0aWNsZXMvMjAyMi8wMi8xNi9wcm9jZWVkX3dpdGhfY2F1dGlvbl9vbl9sb2dpbmdvdl84MTY5MDguaHRtbNIBZGh0dHBzOi8vd3d3LnJlYWxjbGVhcnBvbGljeS5jb20vYXJ0aWNsZXMvMjAyMi8wMi8xNi9wcm9jZWVkX3dpdGhfY2F1dGlvbl9vbl9sb2dpbmdvdl84MTY5MDguYW1wLmh0bWw?oc=5
Login.gov looks for a director - FCW.com,,2022-02-11 08:00:00+00:00,Tech,FCW.com,https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vZmN3LmNvbS9kaWdpdGFsLWdvdmVybm1lbnQvMjAyMi8wMi9sb2dpbmdvdi1sb29rcy1kaXJlY3Rvci8zNjE5MDYv0gEA?oc=5
GSA won't use facial recognition with Login.gov for now - FedScoop,,2022-02-09 08:00:00+00:00,Tech,FedScoop,https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vZmVkc2Nvb3AuY29tL2dzYS1mb3Jnb2VzLWZhY2lhbC1yZWNvZ25pdGlvbi1mb3Itbm93L9IBAA?oc=5
"As IRS grapples with ID.me, what's next for Login.gov? - FCW.com",,2022-02-04 08:00:00+00:00,Tech,FCW.com,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vZmN3LmNvbS9pdC1tb2Rlcm5pemF0aW9uLzIwMjIvMDIvaXJzLWdyYXBwbGVzLWlkbWUtd2hhdHMtbmV4dC1sb2dpbmdvdi8zNjE2Mzcv0gEA?oc=5
Executive Order on Transforming Federal Customer Experience and ... - The White House,,2021-12-13 08:00:00+00:00,Tech,The White House,https://news.google.com/rss/articles/CBMiuQFodHRwczovL3d3dy53aGl0ZWhvdXNlLmdvdi9icmllZmluZy1yb29tL3ByZXNpZGVudGlhbC1hY3Rpb25zLzIwMjEvMTIvMTMvZXhlY3V0aXZlLW9yZGVyLW9uLXRyYW5zZm9ybWluZy1mZWRlcmFsLWN1c3RvbWVyLWV4cGVyaWVuY2UtYW5kLXNlcnZpY2UtZGVsaXZlcnktdG8tcmVidWlsZC10cnVzdC1pbi1nb3Zlcm5tZW50L9IBAA?oc=5
"CALIBRE Systems, Inc. and LexisNexis® Risk Solutions Team up to ... - PR Newswire",,2021-12-06 08:00:00+00:00,Tech,PR Newswire,https://news.google.com/rss/articles/CBMi0QFodHRwczovL3d3dy5wcm5ld3N3aXJlLmNvbS9uZXdzLXJlbGVhc2VzL2NhbGlicmUtc3lzdGVtcy1pbmMtYW5kLWxleGlzbmV4aXMtcmlzay1zb2x1dGlvbnMtdGVhbS11cC10by1zdHJlbmd0aGVuLXNlY3VyZS1hY2Nlc3MtdG8tZ292ZXJubWVudC1hZ2VuY2llcy10aHJvdWdoLXRoZS1sb2dpbmdvdi1zaW5nbGUtc2lnbi1vbi1zb2x1dGlvbi0zMDE0Mzc0NjguaHRtbNIBAA?oc=5
Your Online Account | Internal Revenue Service - IRS,,2021-11-23 22:18:25+00:00,Tech,IRS,https://news.google.com/rss/articles/CBMiMGh0dHBzOi8vd3d3Lmlycy5nb3YvcGF5bWVudHMveW91ci1vbmxpbmUtYWNjb3VudNIBAA?oc=5
US government wants real-time digital ID verification for login.gov - Biometric Update,,2021-09-02 07:00:00+00:00,Tech,Biometric Update,https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmJpb21ldHJpY3VwZGF0ZS5jb20vMjAyMTA5L3VzLWdvdmVybm1lbnQtd2FudHMtcmVhbC10aW1lLWRpZ2l0YWwtaWQtdmVyaWZpY2F0aW9uLWZvci1sb2dpbi1nb3bSAQA?oc=5
Login.gov to be third-party assessed against NIST's digital identity ... - FedScoop,,2020-10-08 07:00:00+00:00,Tech,FedScoop,https://news.google.com/rss/articles/CBMiO2h0dHBzOi8vZmVkc2Nvb3AuY29tL2xvZ2luLWdvdi1kaWdpdGFsLWlkZW50aXR5LWFzc2Vzc21lbnQv0gEA?oc=5
GSA Is Hiring a Contractor Team to Work on Login.gov - Nextgov,,2020-02-04 08:00:00+00:00,Tech,Nextgov,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3Lm5leHRnb3YuY29tL2N5YmVyc2VjdXJpdHkvMjAyMC8wMi9nc2EtaGlyaW5nLWNvbnRyYWN0b3ItdGVhbS13b3JrLWxvZ2luZ292LzE2Mjg3NC_SAQA?oc=5
Login.Gov replacing Connect.Gov - SecureIDNews,,2016-08-26 07:00:00+00:00,Tech,SecureIDNews,https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vd3d3LnNlY3VyZWlkbmV3cy5jb20vbmV3cy1pdGVtL2xvZ2luLWdvdi1yZXBsYWNpbmctY29ubmVjdC1nb3Yv0gEA?oc=5
"TSP contribution limits will increase again next year, consultants predict",This would mark the third straight year that the federal government’s 401(k)-style retirement savings plan and similar private sector programs see a boost in their annual contribution limits.,2023-08-25 15:17:30-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/tsp-contribution-limits-will-increase-again-next-year-consultants-predict/389755/
Solving the phased retirement puzzle,What can you expect in actual income?,2023-08-24 13:58:46-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/solving-phased-retirement-puzzle/389707/
Lawmakers urge OPM to expand FEHBP infertility coverage for LGBTQ+ feds,"A group of 30 congressional Democrats called out “outdated” gaps in how the federal government’s employer-sponsored health insurance program covers infertility treatments, particularly for employees in the LGBTQ+ community.",2023-08-23 15:51:02-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/lawmakers-urge-opm-expand-fehbp-infertility-coverage-lgbtq-feds/389669/
Do you know what your TSP is for?,"When you were first hired, your retirement benefit may have been described to you as a three-legged stool: pension, Social Security, and TSP savings. One financial planner advises feds not to shortchange the last leg.",2023-08-23 07:00:00-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/do-you-know-what-your-tsp/389585/
OPM clarifies pay rules for teleworkers who must travel during work,Guidance aimed at stipulating when employees must be paid for their travel to traditional work sites comes ahead of an expected push by agencies to increase the amount of “meaningful in-person work” this fall.,2023-08-22 16:00:59-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/opm-clarifies-pay-rules-teleworkers-who-must-travel-during-work/389633/
How phased retirement works,The ins and outs of a program that a lot of feds are curious about.,2023-08-17 15:00:00-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/how-phased-retirement-works/389498/
"Per diem rates for federal workers will increase this fall, GSA says","The standard lodging rate will jump by nearly $10 beginning in October, as the government continues to confront recent inflation.",2023-08-16 13:11:43-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/diem-rates-federal-workers-will-increase-fall-gsa-says/389466/
Choke points: Labor historian discusses how public-sector unions took hold,Private-sector union strategies and growth have helped public-sector unions and employees.,2023-08-16 07:00:00-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/choke-points-labor-historian-discusses-how-public-sector-unions-took-hold/389423/
Deadline approaches for Biden’s 5.2% pay raise plan,"The president must formalize his proposal to give federal employees their largest annual pay increase in more than 40 years by the end of this month, or automatic boosts to locality pay will kick in.",2023-08-15 16:15:56-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/deadline-approaches-bidens-52-pay-raise-plan/389434/
IVF coverage is available to veterans under VA insurance — if you’re heterosexual and married,"A lawsuit filed in federal court would push the agency to cover the treatment — the most effective form of assisted reproductive technology — for people who are single, or who are in LGBTQ+ relationships.",2023-08-14 15:00:00-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/ivf-coverage-available-veterans-under-va-insurance-if-youre-heterosexual-and-married/389389/
Labor Dept. will offer training on new rules to boost some federal contractors' wages,"Earlier this week, the Biden administration announced a major overhaul of regulations governing the compensation of construction workers on federally funded projects.",2023-08-11 16:47:54-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/labor-dept-will-offer-training-new-rules-boost-some-federal-contractors-wages/389361/
Reconsidering a reduced retirement,A further exploration of what’s known as MRA+10.,2023-08-10 15:00:00-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/reconsidering-reduced-retirement/389293/
Bill to alleviate federal pay compression introduced by House Dems,"The Pay Compression Relief Act would effectively allow General Schedule employees to receive annual increases to both basic and locality pay, even if they have already hit the federal pay cap.",2023-08-09 16:06:39-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/bill-alleviate-federal-pay-compression-introduced-house-dems/389273/
These 4 things must be paid before you get your federal pension monies,COMMENTARY |  One financial planner says it's best to head into retirement with your eyes open.,2023-08-09 07:00:00-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/these-4-things-must-be-paid-you-get-your-federal-pension/389222/
"The ‘future is at risk’ for government’s biggest civilian payroll provider, study finds","The National Finance Center — a part of the Agriculture Department — provides payroll services for over 170 agencies, but a lot of them aren’t happy with the services they’re getting.",2023-08-08 11:00:31-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/future-risk-governments-biggest-civilian-payroll-provider-study-finds/389209/
"IRS needs to significantly ramp up use of bonus pay incentives, IG says","To meet its ambitious staffing goals, watchdog says IRS must start doling out cash.",2023-08-07 16:44:00-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/irs-needs-significantly-ramp-use-bonus-pay-incentives-ig-says/389194/
Split in U.S. House GOP raises potential for government shutdown this fall,The stalemate stems from disagreement about how much the government should spend and whether bills should be filled with far-right policy objectives.,2023-08-04 13:58:34-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/split-us-house-gop-raises-potential-government-shutdown-fall/389138/
When you need to get the most out of your benefits: part three,The final installment in a series about dealing with serious situations.,2023-08-03 15:00:00-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/when-you-need-get-most-out-your-benefits-part-three/389095/
"Bill aims to reinstate tax deduction for fed union dues, and more",Pay and benefits updates you may have missed.,2023-08-02 12:00:00-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/bill-aims-reinstate-tax-deduction-fed-union-dues-and-more/389046/
Some of the biggest regrets of retiring federal employees,"COMMENTARY | As they face the realities of life, retirement, and getting older, some federal employees have shared a few regrets with financial planner Dallen Haws.",2023-08-02 07:00:00-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/some-biggest-regrets-retiring-federal-employees/389035/
Most TSP funds continued their upward trend in July,Only one of the portfolios in the federal government’s 401(k)-style retirement savings program ended last month in the red.,2023-08-01 13:44:10-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/most-tsp-funds-continued-their-upward-trend-july/389014/
A basic flaw in the federal pay system,"COMMENTARY | The system wasn’t designed to be competitive with the private sector, and that’s a problem in today’s job market.",2023-08-01 06:00:00-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/basic-flaw-federal-pay-system/388975/
When you need to get the most out of your benefits: part two,The second in a series about dealing with serious situations.,2023-07-27 15:00:00-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/07/when-you-need-get-most-out-your-benefits-part-two/388875/
Military Survivor Annuity Program finally offers long-promised open season to choose new beneficiaries,"Some retired service members say they are either outright denied or given an impossible runaround when they try to update their elections, but Defense agency pushes back on those allegations.",2023-07-26 14:44:01-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/07/military-survivor-annuity-program-finally-offers-long-promised-open-season-choose-new-beneficiaries/388829/
"Dental and vision benefits are now open to many part-time, temporary and seasonal federal employees","A rule finalized Tuesday makes nearly 200,000 additional federal employees, including postal workers, eligible to enroll in the Federal Employees Dental and Vision Insurance Program.",2023-07-25 14:56:35-04:00,Pay & Benefits,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/07/dental-and-vision-benefits-are-now-open-more-feds/388808/
"TSP contribution limits will increase again next year, consultants predict",This would mark the third straight year that the federal government’s 401(k)-style retirement savings plan and similar private sector programs see a boost in their annual contribution limits.,2023-08-25 15:17:30-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/tsp-contribution-limits-will-increase-again-next-year-consultants-predict/389755/
Solving the phased retirement puzzle,What can you expect in actual income?,2023-08-24 13:58:46-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/solving-phased-retirement-puzzle/389707/
Lawmakers urge OPM to expand FEHBP infertility coverage for LGBTQ+ feds,"A group of 30 congressional Democrats called out “outdated” gaps in how the federal government’s employer-sponsored health insurance program covers infertility treatments, particularly for employees in the LGBTQ+ community.",2023-08-23 15:51:02-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/lawmakers-urge-opm-expand-fehbp-infertility-coverage-lgbtq-feds/389669/
Do you know what your TSP is for?,"When you were first hired, your retirement benefit may have been described to you as a three-legged stool: pension, Social Security, and TSP savings. One financial planner advises feds not to shortchange the last leg.",2023-08-23 07:00:00-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/do-you-know-what-your-tsp/389585/
OPM clarifies pay rules for teleworkers who must travel during work,Guidance aimed at stipulating when employees must be paid for their travel to traditional work sites comes ahead of an expected push by agencies to increase the amount of “meaningful in-person work” this fall.,2023-08-22 16:00:59-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/opm-clarifies-pay-rules-teleworkers-who-must-travel-during-work/389633/
How phased retirement works,The ins and outs of a program that a lot of feds are curious about.,2023-08-17 15:00:00-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/how-phased-retirement-works/389498/
"Per diem rates for federal workers will increase this fall, GSA says","The standard lodging rate will jump by nearly $10 beginning in October, as the government continues to confront recent inflation.",2023-08-16 13:11:43-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/diem-rates-federal-workers-will-increase-fall-gsa-says/389466/
Choke points: Labor historian discusses how public-sector unions took hold,Private-sector union strategies and growth have helped public-sector unions and employees.,2023-08-16 07:00:00-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/choke-points-labor-historian-discusses-how-public-sector-unions-took-hold/389423/
Deadline approaches for Biden’s 5.2% pay raise plan,"The president must formalize his proposal to give federal employees their largest annual pay increase in more than 40 years by the end of this month, or automatic boosts to locality pay will kick in.",2023-08-15 16:15:56-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/deadline-approaches-bidens-52-pay-raise-plan/389434/
IVF coverage is available to veterans under VA insurance — if you’re heterosexual and married,"A lawsuit filed in federal court would push the agency to cover the treatment — the most effective form of assisted reproductive technology — for people who are single, or who are in LGBTQ+ relationships.",2023-08-14 15:00:00-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/ivf-coverage-available-veterans-under-va-insurance-if-youre-heterosexual-and-married/389389/
Labor Dept. will offer training on new rules to boost some federal contractors' wages,"Earlier this week, the Biden administration announced a major overhaul of regulations governing the compensation of construction workers on federally funded projects.",2023-08-11 16:47:54-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/labor-dept-will-offer-training-new-rules-boost-some-federal-contractors-wages/389361/
Reconsidering a reduced retirement,A further exploration of what’s known as MRA+10.,2023-08-10 15:00:00-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/reconsidering-reduced-retirement/389293/
Bill to alleviate federal pay compression introduced by House Dems,"The Pay Compression Relief Act would effectively allow General Schedule employees to receive annual increases to both basic and locality pay, even if they have already hit the federal pay cap.",2023-08-09 16:06:39-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/bill-alleviate-federal-pay-compression-introduced-house-dems/389273/
These 4 things must be paid before you get your federal pension monies,COMMENTARY |  One financial planner says it's best to head into retirement with your eyes open.,2023-08-09 07:00:00-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/these-4-things-must-be-paid-you-get-your-federal-pension/389222/
"The ‘future is at risk’ for government’s biggest civilian payroll provider, study finds","The National Finance Center — a part of the Agriculture Department — provides payroll services for over 170 agencies, but a lot of them aren’t happy with the services they’re getting.",2023-08-08 11:00:31-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/future-risk-governments-biggest-civilian-payroll-provider-study-finds/389209/
"IRS needs to significantly ramp up use of bonus pay incentives, IG says","To meet its ambitious staffing goals, watchdog says IRS must start doling out cash.",2023-08-07 16:44:00-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/irs-needs-significantly-ramp-use-bonus-pay-incentives-ig-says/389194/
Split in U.S. House GOP raises potential for government shutdown this fall,The stalemate stems from disagreement about how much the government should spend and whether bills should be filled with far-right policy objectives.,2023-08-04 13:58:34-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/split-us-house-gop-raises-potential-government-shutdown-fall/389138/
When you need to get the most out of your benefits: part three,The final installment in a series about dealing with serious situations.,2023-08-03 15:00:00-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/when-you-need-get-most-out-your-benefits-part-three/389095/
"Bill aims to reinstate tax deduction for fed union dues, and more",Pay and benefits updates you may have missed.,2023-08-02 12:00:00-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/bill-aims-reinstate-tax-deduction-fed-union-dues-and-more/389046/
Some of the biggest regrets of retiring federal employees,"COMMENTARY | As they face the realities of life, retirement, and getting older, some federal employees have shared a few regrets with financial planner Dallen Haws.",2023-08-02 07:00:00-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/some-biggest-regrets-retiring-federal-employees/389035/
Most TSP funds continued their upward trend in July,Only one of the portfolios in the federal government’s 401(k)-style retirement savings program ended last month in the red.,2023-08-01 13:44:10-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/most-tsp-funds-continued-their-upward-trend-july/389014/
A basic flaw in the federal pay system,"COMMENTARY | The system wasn’t designed to be competitive with the private sector, and that’s a problem in today’s job market.",2023-08-01 06:00:00-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/basic-flaw-federal-pay-system/388975/
When you need to get the most out of your benefits: part two,The second in a series about dealing with serious situations.,2023-07-27 15:00:00-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/07/when-you-need-get-most-out-your-benefits-part-two/388875/
Military Survivor Annuity Program finally offers long-promised open season to choose new beneficiaries,"Some retired service members say they are either outright denied or given an impossible runaround when they try to update their elections, but Defense agency pushes back on those allegations.",2023-07-26 14:44:01-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/07/military-survivor-annuity-program-finally-offers-long-promised-open-season-choose-new-beneficiaries/388829/
"Dental and vision benefits are now open to many part-time, temporary and seasonal federal employees","A rule finalized Tuesday makes nearly 200,000 additional federal employees, including postal workers, eligible to enroll in the Federal Employees Dental and Vision Insurance Program.",2023-07-25 14:56:35-04:00,Workforce,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/07/dental-and-vision-benefits-are-now-open-more-feds/388808/
"TSP contribution limits will increase again next year, consultants predict",This would mark the third straight year that the federal government’s 401(k)-style retirement savings plan and similar private sector programs see a boost in their annual contribution limits.,2023-08-25 15:17:30-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/tsp-contribution-limits-will-increase-again-next-year-consultants-predict/389755/
Solving the phased retirement puzzle,What can you expect in actual income?,2023-08-24 13:58:46-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/solving-phased-retirement-puzzle/389707/
